"","analytename","SiteYear","stationcode","objectid","sampledate","sampletypecode","matrixname","fieldreplicate","labreplicate","methodname","fractionname","unit","result","resqualcode","mdl","rl","dilutionfactor","qacode","labresultcomments","labagencycode","projectcode","record_origin","origin_lastupdatedate","record_publish","originalid","masterid","huc","smcshed","smc_lu","latitude","longitude","probabilistic","SiteDate","Year","OCresult","OrgNorm","RLOC","Class","TEB","LEB","Assessment","RLOC_Eval","TEBq","LEBq","AssessNumeric"
"380","Deltamethrin","403S06139_2012","403S06139",62140,2012-06-27,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000301,0.00136,1,"None",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06139",403,"Santa Clara","Open",34.55464,-119.2405,"true","403S06139_2012-06-27",2012,0.0155,0,0.09,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"87","Bifenthrin","403S06139_2012","403S06139",99139,2012-06-27,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",8.5e-05,0.000339,1,"None",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06139",403,"Santa Clara","Open",34.55464,-119.2405,"true","403S06139_2012-06-27",2012,0.0155,0,0.02,"PYR",0.17,0.6,"Unlikely_ND","GoodRL",0,0,6
"494","Esfenvalerate","403S06139_2012","403S06139",99142,2012-06-27,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000177,0.000678,1,"None",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06139",403,"Santa Clara","Open",34.55464,-119.2405,"true","403S06139_2012-06-27",2012,0.0155,0,0.044,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"627","Fenpropathrin","403S06139_2012","403S06139",99143,2012-06-27,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",5.9e-05,0.000339,1,"None",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06139",403,"Santa Clara","Open",34.55464,-119.2405,"true","403S06139_2012-06-27",2012,0.0155,0,0.02,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"773","Permethrin","403S06139_2012","403S06139",62143,2012-06-27,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000655,0.00169,1,"None",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06139",403,"Santa Clara","Open",34.55464,-119.2405,"true","403S06139_2012-06-27",2012,0.0155,0,0.11,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"224","Cyfluthrin","403S06283_2012","403S06283",99180,2012-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000291,0.00282,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06283",403,"Santa Clara","Open",34.69386,-118.86079,"true","403S06283_2012-06-13",2012,0.0159,0,0.177,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"277","Cypermethrin","403S06283_2012","403S06283",99181,2012-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000295,0.00282,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06283",403,"Santa Clara","Open",34.69386,-118.86079,"true","403S06283_2012-06-13",2012,0.0159,0,0.177,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"391","Deltamethrin","403S06283_2012","403S06283",62183,2012-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",5e-04,0.00225,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06283",403,"Santa Clara","Open",34.69386,-118.86079,"true","403S06283_2012-06-13",2012,0.0159,0,0.14,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"495","Esfenvalerate","403S06283_2012","403S06283",62184,2012-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000294,0.00113,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06283",403,"Santa Clara","Open",34.69386,-118.86079,"true","403S06283_2012-06-13",2012,0.0159,0,0.071,"PYR",0.055,0.55,"Possible or Unlikely","Poor RL",0,0,4
"88","Bifenthrin","403S06283_2012","403S06283",62181,2012-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.000166,"DNQ",0.000142,0.000563,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06283",403,"Santa Clara","Open",34.69386,-118.86079,"true","403S06283_2012-06-13",2012,0.0159,0.01,0.04,"PYR",0.17,0.6,"Unlikely (<TEB)","GoodRL",0.0588235294117647,0.0166666666666667,5
"774","Permethrin","403S06283_2012","403S06283",99184,2012-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00173,"DNQ",0.00109,0.00282,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06283",403,"Santa Clara","Open",34.69386,-118.86079,"true","403S06283_2012-06-13",2012,0.0159,0.11,0.18,"PYR",0.42,9.3,"Unlikely (<TEB)","GoodRL",0.261904761904762,0.0118279569892473,5
"569","Fenpropathrin","403S06283_2012","403S06283",99183,2012-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",9.8e-05,0.000563,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06283",403,"Santa Clara","Open",34.69386,-118.86079,"true","403S06283_2012-06-13",2012,0.0159,0,0.04,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"392","Deltamethrin","403S06315_2012","403S06315",99219,2012-06-27,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000282,0.00127,1,"None",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06315",403,"Santa Clara","Open",34.59223,-119.31033,"true","403S06315_2012-06-27",2012,0.0411,0,0.03,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"49","Bifenthrin","403S06315_2012","403S06315",62219,2012-06-27,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",8e-05,0.000317,1,"None",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06315",403,"Santa Clara","Open",34.59223,-119.31033,"true","403S06315_2012-06-27",2012,0.0411,0,0.01,"PYR",0.17,0.6,"Unlikely_ND","GoodRL",0,0,6
"225","Cyfluthrin","403S06315_2012","403S06315",99218,2012-06-27,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000164,0.00159,1,"None",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06315",403,"Santa Clara","Open",34.59223,-119.31033,"true","403S06315_2012-06-27",2012,0.0411,0,0.039,"PYR",0.046,0.46,"Unlikely_ND","GoodRL",0,0,6
"274","Cypermethrin","403S06315_2012","403S06315",62221,2012-06-27,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000166,0.00159,1,"None",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06315",403,"Santa Clara","Open",34.59223,-119.31033,"true","403S06315_2012-06-27",2012,0.0411,0,0.039,"PYR",0.049,0.49,"Unlikely_ND","GoodRL",0,0,6
"496","Esfenvalerate","403S06315_2012","403S06315",62223,2012-06-27,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000166,0.000635,1,"None",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06315",403,"Santa Clara","Open",34.59223,-119.31033,"true","403S06315_2012-06-27",2012,0.0411,0,0.015,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"574","Fenpropathrin","403S06315_2012","403S06315",99220,2012-06-27,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",5.5e-05,0.000317,1,"None",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06315",403,"Santa Clara","Open",34.59223,-119.31033,"true","403S06315_2012-06-27",2012,0.0411,0,0.01,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"775","Permethrin","403S06315_2012","403S06315",99222,2012-06-27,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000614,0.00159,1,"None",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06315",403,"Santa Clara","Open",34.59223,-119.31033,"true","403S06315_2012-06-27",2012,0.0411,0,0.04,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"226","Cyfluthrin","403S06660_2012","403S06660",99289,2012-06-14,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000168,0.00163,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06660",403,"Santa Clara","Agricultural",34.42963,-118.92373,"true","403S06660_2012-06-14",2012,0.0151,0,0.108,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"275","Cypermethrin","403S06660_2012","403S06660",99290,2012-06-14,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00017,0.00163,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06660",403,"Santa Clara","Agricultural",34.42963,-118.92373,"true","403S06660_2012-06-14",2012,0.0151,0,0.108,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"393","Deltamethrin","403S06660_2012","403S06660",62283,2012-06-14,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000289,0.0013,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06660",403,"Santa Clara","Agricultural",34.42963,-118.92373,"true","403S06660_2012-06-14",2012,0.0151,0,0.09,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"50","Bifenthrin","403S06660_2012","403S06660",99288,2012-06-14,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",8.2e-05,0.000325,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06660",403,"Santa Clara","Agricultural",34.42963,-118.92373,"true","403S06660_2012-06-14",2012,0.0151,0,0.02,"PYR",0.17,0.6,"Unlikely_ND","GoodRL",0,0,6
"497","Esfenvalerate","403S06660_2012","403S06660",99292,2012-06-14,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00017,0.00065,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06660",403,"Santa Clara","Agricultural",34.42963,-118.92373,"true","403S06660_2012-06-14",2012,0.0151,0,0.043,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"575","Fenpropathrin","403S06660_2012","403S06660",62284,2012-06-14,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",5.7e-05,0.000325,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06660",403,"Santa Clara","Agricultural",34.42963,-118.92373,"true","403S06660_2012-06-14",2012,0.0151,0,0.02,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"776","Permethrin","403S06660_2012","403S06660",99294,2012-06-14,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000629,0.00163,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S06660",403,"Santa Clara","Agricultural",34.42963,-118.92373,"true","403S06660_2012-06-14",2012,0.0151,0,0.11,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"394","Deltamethrin","403S07024_2012","403S07024",62356,2012-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000376,0.00169,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S07024",403,"Santa Clara","Open",34.6092,-118.75771,"true","403S07024_2012-06-13",2012,0.0576,0,0.03,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"51","Bifenthrin","403S07024_2012","403S07024",99386,2012-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.000151,"DNQ",0.000107,0.000423,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S07024",403,"Santa Clara","Open",34.6092,-118.75771,"true","403S07024_2012-06-13",2012,0.0576,0,0.01,"PYR",0.17,0.6,"Unlikely_ND","GoodRL",0,0,6
"227","Cyfluthrin","403S07024_2012","403S07024",99387,2012-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000218,0.00212,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S07024",403,"Santa Clara","Open",34.6092,-118.75771,"true","403S07024_2012-06-13",2012,0.0576,0,0.037,"PYR",0.046,0.46,"Unlikely_ND","GoodRL",0,0,6
"276","Cypermethrin","403S07024_2012","403S07024",62355,2012-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000222,0.00212,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S07024",403,"Santa Clara","Open",34.6092,-118.75771,"true","403S07024_2012-06-13",2012,0.0576,0,0.037,"PYR",0.049,0.49,"Unlikely_ND","GoodRL",0,0,6
"498","Esfenvalerate","403S07024_2012","403S07024",99389,2012-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000221,0.00085,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S07024",403,"Santa Clara","Open",34.6092,-118.75771,"true","403S07024_2012-06-13",2012,0.0576,0,0.015,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"576","Fenpropathrin","403S07024_2012","403S07024",62358,2012-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",7.4e-05,0.000423,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S07024",403,"Santa Clara","Open",34.6092,-118.75771,"true","403S07024_2012-06-13",2012,0.0576,0,0.01,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"777","Permethrin","403S07024_2012","403S07024",99390,2012-06-13,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000818,0.00212,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S07024",403,"Santa Clara","Open",34.6092,-118.75771,"true","403S07024_2012-06-13",2012,0.0576,0,0.04,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"228","Cyfluthrin","403S07227_2012","403S07227",99425,2012-06-27,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000171,0.00166,1,"None",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S07227",403,"Santa Clara","Open",34.56208,-119.16664,"true","403S07227_2012-06-27",2012,0.0124,0,0.134,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"332","Cypermethrin","403S07227_2012","403S07227",62396,2012-06-27,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000174,0.00166,1,"None",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S07227",403,"Santa Clara","Open",34.56208,-119.16664,"true","403S07227_2012-06-27",2012,0.0124,0,0.134,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"395","Deltamethrin","403S07227_2012","403S07227",62397,2012-06-27,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000295,0.00133,1,"None",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S07227",403,"Santa Clara","Open",34.56208,-119.16664,"true","403S07227_2012-06-27",2012,0.0124,0,0.11,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"52","Bifenthrin","403S07227_2012","403S07227",62395,2012-06-27,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",8.4e-05,0.000332,1,"None",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S07227",403,"Santa Clara","Open",34.56208,-119.16664,"true","403S07227_2012-06-27",2012,0.0124,0,0.03,"PYR",0.17,0.6,"Unlikely_ND","GoodRL",0,0,6
"499","Esfenvalerate","403S07227_2012","403S07227",99428,2012-06-27,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000173,0.000664,1,"None",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S07227",403,"Santa Clara","Open",34.56208,-119.16664,"true","403S07227_2012-06-27",2012,0.0124,0,0.054,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"577","Fenpropathrin","403S07227_2012","403S07227",62398,2012-06-27,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",5.8e-05,0.000332,1,"None",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S07227",403,"Santa Clara","Open",34.56208,-119.16664,"true","403S07227_2012-06-27",2012,0.0124,0,0.03,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"778","Permethrin","403S07227_2012","403S07227",62400,2012-06-27,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000642,0.00166,1,"None",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"403S07227",403,"Santa Clara","Open",34.56208,-119.16664,"true","403S07227_2012-06-27",2012,0.0124,0,0.13,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"396","Deltamethrin","403S16332_2013","403S16332",99562,2013-06-26,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000284,0.00128,1,"PJM",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"403S16332",403,"Santa Clara","Open",34.5317,-118.75812,"true","403S16332_2013-06-26",2013,0.0446,0,0.03,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"53","Bifenthrin","403S16332_2013","403S16332",62517,2013-06-26,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.0031,"=",8.1e-05,0.00032,1,"PJM",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"403S16332",403,"Santa Clara","Open",34.5317,-118.75812,"true","403S16332_2013-06-26",2013,0.0446,0.07,0.01,"PYR",0.17,0.6,"Unlikely (<TEB)","GoodRL",0.411764705882353,0.116666666666667,5
"266","Cyfluthrin","403S16332_2013","403S16332",99560,2013-06-26,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.000765,"DNQ",0.000165,0.0016,1,"PJM",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"403S16332",403,"Santa Clara","Open",34.5317,-118.75812,"true","403S16332_2013-06-26",2013,0.0446,0.017,0.036,"PYR",0.046,0.46,"Unlikely (<TEB)","GoodRL",0.369565217391304,0.0369565217391304,5
"333","Cypermethrin","403S16332_2013","403S16332",99561,2013-06-26,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.000316,"DNQ",0.000168,0.0016,1,"PJM",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"403S16332",403,"Santa Clara","Open",34.5317,-118.75812,"true","403S16332_2013-06-26",2013,0.0446,0.007,0.036,"PYR",0.049,0.49,"Unlikely (<TEB)","GoodRL",0.142857142857143,0.0142857142857143,5
"500","Esfenvalerate","403S16332_2013","403S16332",99563,2013-06-26,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000167,0.000639,1,"PJM",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"403S16332",403,"Santa Clara","Open",34.5317,-118.75812,"true","403S16332_2013-06-26",2013,0.0446,0,0.014,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"578","Fenpropathrin","403S16332_2013","403S16332",62520,2013-06-26,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",5.6e-05,0.00032,1,"PJM",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"403S16332",403,"Santa Clara","Open",34.5317,-118.75812,"true","403S16332_2013-06-26",2013,0.0446,0,0.01,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"779","Permethrin","403S16332_2013","403S16332",62521,2013-06-26,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000618,0.0016,1,"PJM",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"403S16332",403,"Santa Clara","Open",34.5317,-118.75812,"true","403S16332_2013-06-26",2013,0.0446,0,0.04,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"267","Cyfluthrin","403S16493_2013","403S16493",99594,2013-06-24,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000155,0.0015,1,"PG",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"403S16493",403,"Santa Clara","Open",34.6867,-118.84546,"true","403S16493_2013-06-24",2013,0.0077,0,0.195,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"334","Cypermethrin","403S16493_2013","403S16493",62572,2013-06-24,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000158,0.0015,1,"PG",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"403S16493",403,"Santa Clara","Open",34.6867,-118.84546,"true","403S16493_2013-06-24",2013,0.0077,0,0.195,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"397","Deltamethrin","403S16493_2013","403S16493",99596,2013-06-24,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000267,0.0012,1,"PG",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"403S16493",403,"Santa Clara","Open",34.6867,-118.84546,"true","403S16493_2013-06-24",2013,0.0077,0,0.16,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"501","Esfenvalerate","403S16493_2013","403S16493",99597,2013-06-24,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000157,6e-04,1,"PG",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"403S16493",403,"Santa Clara","Open",34.6867,-118.84546,"true","403S16493_2013-06-24",2013,0.0077,0,0.078,"PYR",0.055,0.55,"Possible or Unlikely","Poor RL",0,0,4
"122","Bifenthrin","403S16493_2013","403S16493",62571,2013-06-24,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",7.6e-05,0.000301,1,"None",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"403S16493",403,"Santa Clara","Open",34.6867,-118.84546,"true","403S16493_2013-06-24",2013,0.0077,0,0.04,"PYR",0.17,0.6,"Unlikely_ND","GoodRL",0,0,6
"593","Fenpropathrin","403S16493_2013","403S16493",99598,2013-06-24,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",5.2e-05,0.000301,1,"None",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"403S16493",403,"Santa Clara","Open",34.6867,-118.84546,"true","403S16493_2013-06-24",2013,0.0077,0,0.04,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"780","Permethrin","403S16493_2013","403S16493",62574,2013-06-24,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00058,0.0015,1,"PG",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"403S16493",403,"Santa Clara","Open",34.6867,-118.84546,"true","403S16493_2013-06-24",2013,0.0077,0,0.19,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"268","Cyfluthrin","403S16978_2013","403S16978",99656,2013-06-26,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000251,0.00244,1,"PG",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"403S16978",403,"Santa Clara","Open",34.42319,-118.76771,"true","403S16978_2013-06-26",2013,0.0286,0,0.085,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"335","Cypermethrin","403S16978_2013","403S16978",62629,2013-06-26,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000255,0.00244,1,"PG",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"403S16978",403,"Santa Clara","Open",34.42319,-118.76771,"true","403S16978_2013-06-26",2013,0.0286,0,0.085,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"398","Deltamethrin","403S16978_2013","403S16978",99658,2013-06-26,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000433,0.00195,1,"PG",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"403S16978",403,"Santa Clara","Open",34.42319,-118.76771,"true","403S16978_2013-06-26",2013,0.0286,0,0.07,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
