masterid,SiteYear,MeanSurvival,CtrlAdjSurvival,csci,e,mean_o,oovere,oovere_percentile,mmi,mmi_percentile,ASCI.hybrid,PyrethroidSum,PyrethroidSum_OrgNorm,Arsenic,Cadmium,Chromium,Copper,Lead,Mercury,Nickel,Zinc,mPECq,huc,smcshed,smc_lu,latitude,longitude,probabilistic
403S06904,403S06904_2010,NA,NA,0.79598588,7.87860823,7,0.8884818,0.28,0.70348997,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Agricultural,34.41964,-118.78769,TRUE
403S07024,403S07024_2012,NA,NA,0.35582777,7.78959646,2.6,0.33377852,0,0.37787701,0,NA,0.000151,0,8.51,0.12,29.4,31.8,18.2,NA,18.8,80.4,0.209206433,403,Santa Clara,Open,34.6092,-118.75771,TRUE
403S07227,403S07227_2012,NA,NA,0.66845129,9.48063057,6,0.6328693,0.03,0.70403328,0.05,NA,0,0,4.33,0.23,13,11.8,14.7,NA,9.1,33.9,0.107093052,403,Santa Clara,Open,34.56208,-119.16663,TRUE
403S11084,403S11084_2010,NA,NA,0.5782892,7.72586538,4.85,0.62776139,0.03,0.52881701,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Agricultural,34.42487,-118.56081,TRUE
403S14156,403S14156_2009,NA,NA,0.62226245,7.73358583,6,0.77583674,0.12,0.46868816,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Urban,34.42523,-118.582,TRUE
403S15608,403S15608_2010,NA,NA,0.79102811,7.82866555,7.9,1.00911196,0.52,0.57294427,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Agricultural,34.4019,-118.70052,TRUE
403S16332,403S16332_2013,NA,NA,0.61555212,7.80696167,5,0.64045402,0.03,0.59065022,0.01,NA,0.004181,0.094,3.49,0.33,32,21.3,15.7,NA,18,56.6,0.174228873,403,Santa Clara,Open,34.5317,-118.75812,TRUE
403S16493,403S16493_2013,NA,NA,0.78138793,7.73994946,4.5,0.58139915,0.01,0.98137671,0.46,NA,0,0,2.44,0,7.1,4.8,13.7,NA,7.4,13.6,0.065577482,403,Santa Clara,Open,34.6867,-118.84546,TRUE
403S16978,403S16978_2013,NA,NA,0.96235306,7.82334208,8.95,1.14401236,0.78,0.78069377,0.11,NA,0,0,5.38,0.55,26.2,13.6,14.8,NA,17.7,45.8,0.168626849,403,Santa Clara,Open,34.42319,-118.76771,TRUE
403S18093,403S18093_2013,NA,NA,0.90517125,7.22329538,6.85,0.94832063,0.39,0.86202188,0.22,NA,0,0,21.5,0.17,50.3,35.3,19.8,NA,30.4,91.1,0.336342064,403,Santa Clara,Open,34.69441,-118.85658,TRUE
403S34646,403S34646_2013,NA,NA,0.40708281,7.72503871,3,0.38834757,0,0.42581805,0,NA,0.5251,5.694,6.63,0.53,44.9,229,18.9,NA,27.9,338,0.529552259,403,Santa Clara,Agricultural,34.42556,-118.56616,TRUE
403S39062,403S39062_2013,NA,NA,0.63727561,7.74987509,5.15,0.66452684,0.04,0.61002438,0.01,NA,0.605489,72.949,3.7,0.06,35.7,14.9,12.3,NA,17.6,70.4,0.165343086,403,Santa Clara,Agricultural,34.4323,-118.61714,TRUE
403WE0501,403WE0501_2001,NA,NA,1.02195149,11.91250849,12.6,1.05771173,0.62,0.98619125,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.54172,-118.77286,TRUE
403WE0501,403WE0501_2013,NA,NA,0.83220584,11.91250849,10.4,0.87303191,0.25,0.79137978,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.54172,-118.77286,TRUE
403WE0534,403WE0534_2000,NA,NA,1.00249934,7.7524719,8,1.03192893,0.57,0.97306976,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.61359,-118.77983,TRUE
403WE0534,403WE0534_2015,NA,NA,0.95004675,7.7524719,8.65,1.11577315,0.73,0.78432034,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.61359,-118.77983,TRUE
403WE0534,403WE0534_2016,NA,NA,0.93616124,7.7524719,9,1.16092004,0.8,0.71140243,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.61359,-118.77983,TRUE
403WE0535,403WE0535_2000,NA,NA,0.81623696,7.82569061,7.9,1.00949557,0.52,0.62297835,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.43957,-118.75907,TRUE
403WE0535,403WE0535_2015,NA,NA,0.83271969,7.82569061,7.95,1.01588478,0.53,0.6495546,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.43957,-118.75907,TRUE
403WE0535,403WE0535_2016,NA,NA,0.84737146,7.82569061,8,1.02227399,0.55,0.67246893,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.43957,-118.75907,TRUE
403WE0540,403WE0540_2000,NA,NA,0.90582901,8.05592413,7,0.86892576,0.25,0.94273226,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.65136,-119.11845,TRUE
403WE0540,403WE0540_2013,NA,NA,0.90549603,8.05592413,8,0.99305801,0.49,0.81793404,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.65136,-119.11845,TRUE
403WE0540,403WE0540_2014,NA,NA,0.80669926,8.05592413,6.95,0.86271915,0.24,0.75067937,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.65136,-119.11845,TRUE
403WE0540,403WE0540_2017,NA,NA,0.87474137,8.05592413,8,0.99305801,0.49,0.75642474,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.65136,-119.11845,TRUE
403WE0558,403WE0558_2000,NA,NA,1.03730301,11.12657093,12.85,1.1548931,0.79,0.91971293,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.49347,-118.45703,TRUE
403WE0560,403WE0560_2000,NA,NA,1.00177025,9.73661402,10.5,1.07840364,0.66,0.92513686,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.55841,-119.14079,TRUE
403WE0682,403WE0682_2002,NA,NA,0.97175801,9.55412055,8.5,0.88966849,0.28,1.05384754,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.57066,-118.38974,TRUE
403WE0682,403WE0682_2015,NA,NA,1.00697747,9.55412055,11.6,1.21413582,0.87,0.79981912,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.57066,-118.38974,TRUE
403WE0682,403WE0682_2016,NA,NA,0.87993416,9.55412055,9.3,0.97340199,0.44,0.78646633,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.57066,-118.38974,TRUE
403WE0683,403WE0683_2002,NA,NA,1.13117367,9.46314687,10,1.05673093,0.62,1.20561641,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.43952,-119.07616,TRUE
403WE0683,403WE0683_2013,NA,NA,1.25030102,9.46314687,11.9,1.25750981,0.91,1.24309223,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.43952,-119.07616,TRUE
403WE0746,403WE0746_2001,NA,NA,1.07583224,10.7012985,12.5,1.16808255,0.81,0.98358192,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.39548,-119.07511,TRUE
403WE0795,403WE0795_2001,NA,NA,0.9230545,6.51781507,6.7,1.02795184,0.56,0.81815717,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.6408,-119.08094,TRUE
403WE0809,403WE0809_2001,NA,NA,1.19950795,6.52400086,7.85,1.20324938,0.86,1.19576653,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.5515,-119.20811,TRUE
403WE0891,403WE0891_2001,NA,NA,1.03053104,8.54250475,8.7,1.01843666,0.54,1.04262542,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.65926,-119.14255,TRUE
403WE0905,403WE0905_2001,NA,NA,1.08094288,7.04829097,7.55,1.07118166,0.65,1.09070411,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.55734,-119.24876,TRUE
403WE0905,403WE0905_2008,NA,NA,1.14948621,7.04829097,8.3,1.17759043,0.82,1.12138198,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.55734,-119.24876,TRUE
403WE1021,403WE1021_2002,NA,NA,0.98868856,11.23235528,10.8,0.96150805,0.42,1.01586908,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.63193,-118.52977,TRUE
403WE1021,403WE1021_2015,NA,NA,0.93665639,11.23235528,12.7,1.13066224,0.75,0.74265053,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.63193,-118.52977,TRUE
403WE1027,403WE1027_2002,NA,NA,0.9016507,8.48048397,6.75,0.79594514,0.14,1.00735626,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.72654,-119.02842,TRUE
403WE1027,403WE1027_2013,NA,NA,1.01933591,8.48048397,10.5,1.23813688,0.89,0.80053493,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.72654,-119.02842,TRUE
403WE1027,403WE1027_2014,NA,NA,1.07795446,8.48048397,9.95,1.1732821,0.82,0.98262683,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.72654,-119.02842,TRUE
403WE1027,403WE1027_2015,NA,NA,0.88985905,8.48048397,7.6,0.89617527,0.29,0.88354283,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.72654,-119.02842,TRUE
403WE1027,403WE1027_2016,NA,NA,0.76208481,8.48048397,7.4,0.87259171,0.25,0.6515779,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.72654,-119.02842,TRUE
403WE1027,403WE1027_2017,NA,NA,0.71636204,8.48048397,5.95,0.7016109,0.06,0.73111317,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.72654,-119.02842,TRUE
404BA0084,404BA0084_2008,NA,NA,1.07900843,6.77426475,8,1.18093997,0.83,0.97707689,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,Santa Monica Bay,Open,34.09079,-118.94926,TRUE
404BA0104,404BA0104_2008,NA,NA,0.73204322,7.6944164,6.5,0.84476842,0.21,0.61931802,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.09419,-118.73235,TRUE
404BA0142,404BA0142_2008,NA,NA,1.24292728,6.76852738,8.9,1.31490936,0.95,1.17094519,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,SMC_out,34.05144,-118.77622,TRUE
404BA0376,404BA0376_2008,NA,NA,0.87294507,6.81844325,6.45,0.94596373,0.39,0.7999264,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,SMC_out,34.11648,-118.66164,TRUE
404BA0526,404BA0526_2008,NA,NA,1.05518208,6.90111429,7.9,1.14474267,0.78,0.9656215,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,SMC_out,34.04298,-118.87219,TRUE
404BA0616,404BA0616_2008,NA,NA,0.74108231,7.67387184,6.7,0.87309251,0.25,0.60907211,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.17453,-118.69879,TRUE
404BA0808,404BA0808_2008,NA,NA,0.74235511,8.3197011,7.8,0.93753368,0.37,0.54717654,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.11411,-118.77906,TRUE
404BA0808,404BA0808_2010,NA,NA,0.49815508,8.3197011,4.9,0.58896347,0.02,0.40734668,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.11411,-118.77906,TRUE
404BA0808,404BA0808_2014,NA,NA,0.41591968,8.3197011,2,0.24039325,0,0.59144612,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.11411,-118.77906,TRUE
404BA0852,404BA0852_2008,NA,NA,0.90881297,7.64496264,7,0.91563561,0.33,0.90199033,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.07877,-118.82037,TRUE
404BA0964,404BA0964_2008,NA,NA,0.78692025,7.48681955,5,0.66784033,0.04,0.90600017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,Santa Monica Bay,Open,34.06133,-118.9649,TRUE
404BA1144,404BA1144_2008,NA,NA,1.10745954,6.71112886,8.7,1.29635419,0.94,0.91856489,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.06064,-118.63755,TRUE
404BA1166,404BA1166_2008,NA,NA,0.88635076,7.72788221,7.45,0.96404161,0.43,0.80865991,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.03761,-118.75038,TRUE
404BA1166,404BA1166_2009,NA,NA,1.04668885,7.72788221,7.7,0.996392,0.49,1.0969857,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.03761,-118.75038,TRUE
404CE0316,404CE0316_2007,NA,NA,0.50666118,6.98435114,3.45,0.49396142,0,0.51936094,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,SMC_out,33.99722,-118.4025,TRUE
404LVCALC,404LVCALC_2005,NA,NA,0.52702525,8.86408882,5,0.56407377,0.01,0.48997673,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Urban,34.12675,-118.70684,TRUE
404M04517,404M04517_2017,NA,NA,0.75903605,8.31278291,6.65,0.79997277,0.15,0.71809933,0.06,0.81647848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.17649,-118.70612,TRUE
404M04532,404M04532_2015,NA,NA,0.3828235,7.61162571,3,0.39413394,0,0.37151307,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Urban,34.1744,-118.78748,TRUE
404M04599,404M04599_2016,NA,NA,1.02039598,7.70612706,8.5,1.10301841,0.71,0.93777356,0.36,1.03759204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.09458,-118.92442,TRUE
404M04674,404M04674_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77358929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Urban,34.1462,-118.85088,TRUE
404M07346,404M07346_2015,NA,NA,0.65191934,7.4597707,6,0.80431427,0.15,0.49952442,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,SMC_out,33.8024,-118.39639,TRUE
404M07349,404M07349_2015,NA,NA,0.72307637,7.75368783,6,0.77382532,0.12,0.67232742,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.07803,-118.70166,TRUE
404M07354,404M07354_2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64465304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,SMC_out,34.02025,-118.38647,TRUE
404M07357,404M07357_2016,NA,NA,0.78172571,8.32615051,6,0.72062113,0.07,0.84283028,0.19,0.86025792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.07936,-118.59437,TRUE
404M07358,404M07358_2016,NA,NA,0.36621572,7.53041795,3.6,0.47806112,0,0.25437033,0,0.71524334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,SMC_out,33.98675,-118.41043,TRUE
404M07360,404M07360_2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70528442,0.04654,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Urban,34.15459,-118.75848,TRUE
404M07361,404M07361_2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7201119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.10164,-118.62119,TRUE
404M07362,404M07362_2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77601698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,SMC_out,33.8009,-118.38703,TRUE
404M07365,404M07365_2018,NA,NA,0.70444342,7.52252729,6.85,0.91059822,0.32,0.49828862,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Urban,34.04241,-118.51361,TRUE
404M07372,404M07372_2019,100,105.2631579,NA,NA,NA,NA,NA,NA,NA,0.4680333,0.02502,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Urban,34.13604,-118.75743,TRUE
404M07375,404M07375_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86895465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.0915,-118.6697,TRUE
404M07376,404M07376_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8480038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.08222,-118.68792,TRUE
404R4S009,404R4S009_2015,NA,NA,0.58002046,6.87421892,5,0.72735536,0.08,0.43268557,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,SMC_out,34.17601,-118.76169,TRUE
404R4S056,404R4S056_2016,NA,NA,0.79118902,7.55191415,6,0.79450056,0.14,0.78787748,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.04587,-118.63873,TRUE
404R4S070,404R4S070_2015,NA,NA,0.88042416,6.68833455,6.4,0.95688993,0.41,0.80395838,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,SMC_out,34.042,-118.89747,TRUE
404R4S089,404R4S089_2015,NA,NA,0.32052917,7.5351318,3,0.39813504,0,0.24292329,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,SMC_out,33.98426,-118.41426,TRUE
404S01128,404S01128_2008,NA,NA,0.74831237,10.9892392,8.5,0.77348394,0.12,0.7231408,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Urban,34.1039,-118.71271,TRUE
404S01128,404S01128_2010,NA,NA,0.61471992,10.9892392,6.7,0.60968734,0.02,0.6197525,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Urban,34.1039,-118.71271,TRUE
404S01128,404S01128_2014,NA,NA,0.56617943,10.9892392,6,0.54598866,0.01,0.5863702,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Urban,34.1039,-118.71271,TRUE
404S02920,404S02920_2009,NA,NA,0.53057425,7.62921395,4.6,0.60294547,0.02,0.45820303,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Urban,34.17748,-118.767,TRUE
404S03048,404S03048_2009,NA,NA,0.74215385,6.84502928,6.7,0.97881247,0.46,0.50549524,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Urban,34.18426,-118.79089,TRUE
404S05992,404S05992_2009,NA,NA,0.55967155,8.31352211,4.95,0.59541551,0.02,0.5239276,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Urban,34.15698,-118.7588,TRUE
404S06456,404S06456_2009,NA,NA,0.98543418,8.30634071,9,1.08350961,0.67,0.88735875,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.06462,-118.58684,TRUE
404S08040,404S08040_2009,NA,NA,0.38743589,10.96585683,5,0.45596072,0,0.31891106,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Urban,34.14358,-118.75527,TRUE
404S08616,404S08616_2009,NA,NA,0.37552115,8.34185118,3.6,0.43155889,0,0.31948342,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.12188,-118.7924,TRUE
404S08846,404S08846_2010,NA,NA,0.95098493,7.5636535,7.5,0.99158429,0.48,0.91038558,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.05442,-118.58176,TRUE
404S11406,404S11406_2009,NA,NA,0.62902609,7.700269,5.55,0.72075404,0.07,0.53729814,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.04939,-118.69,TRUE
404S11880,404S11880_2011,NA,NA,0.77358282,8.86352582,8,0.90257536,0.3,0.64459028,0.02,NA,0.0087,0.41,5.32,2.99,33.9,18.8,14.7,NA,30,80.9,0.300224865,404,Santa Monica Bay,Urban,34.12529,-118.70827,TRUE
404S13160,404S13160_2010,NA,NA,0.22584849,8.33183896,1.35,0.16202906,0,0.28966791,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Urban,34.1578,-118.75973,TRUE
404S13416,404S13416_2011,NA,NA,0.76466739,10.98631976,10,0.91022292,0.32,0.61911187,0.02,NA,0,0,4.47,2.46,24.4,12.2,10.2,NA,18.3,46.6,0.21269789,404,Santa Monica Bay,Urban,34.09875,-118.71594,TRUE
404S13672,404S13672_2011,NA,NA,0.74064523,7.75368783,6.95,0.89634767,0.29,0.58494279,0.01,NA,0.00134,0.27,3.01,1.29,56.7,13.4,7.5,NA,37.5,45.1,0.268492533,404,Santa Monica Bay,Open,34.0754,-118.70292,TRUE
404S14952,404S14952_2011,NA,NA,0.50140008,10.45944921,5.7,0.54496177,0.01,0.45783839,0,NA,0.0147,0.24,6.3,3.99,42.9,45.5,19.4,NA,61.7,156,0.492135519,404,Santa Monica Bay,Urban,34.14268,-118.70089,TRUE
404S16168,404S16168_2010,NA,NA,0.60280289,7.74803268,4.95,0.63887185,0.03,0.56673392,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.06765,-118.70704,TRUE
404S16232,404S16232_2011,NA,NA,0.45503348,8.90144712,2.55,0.28647027,0,0.62359668,0.02,NA,0.0012,0.31,2.26,1.52,27.3,9.2,8.7,NA,17.9,37.9,0.171464137,404,Santa Monica Bay,Urban,34.12549,-118.75317,TRUE
404S16516,404S16516_2009,NA,NA,0.60426322,8.90272634,5.45,0.61217202,0.02,0.59635442,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Urban,34.12998,-118.75647,TRUE
404S17016,404S17016_2013,NA,NA,0.7007096,8.31956386,6.85,0.82336047,0.18,0.57805873,0.01,NA,0.000109,0.01,3.1,0.32,77.1,24.5,4,NA,47.7,69.8,0.311717392,404,Santa Monica Bay,Open,34.1183,-118.78057,TRUE
404S17266,404S17266_2009,NA,NA,0.68147192,8.83867229,7.1,0.80328807,0.15,0.55965578,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Urban,34.10741,-118.7118,TRUE
404S17664,404S17664_2009,NA,NA,0.5695332,10.99594752,6.75,0.61386252,0.02,0.52520388,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Urban,34.14994,-118.6976,TRUE
404S18250,404S18250_2013,NA,NA,0.47679002,8.8721129,4.5,0.50720725,0,0.44637278,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.13222,-118.82051,TRUE
404S18666,404S18666_2011,NA,NA,0.53032815,7.66712685,4.05,0.52822916,0.01,0.53242713,0,NA,0.00597,1.49,1.01,8.88,7.7,5.3,8.9,NA,5.8,28.6,0.309980087,404,Santa Monica Bay,Urban,34.17206,-118.76375,TRUE
404S22464,404S22464_2009,NA,NA,0.56198173,8.86408882,5.5,0.62048115,0.02,0.50348232,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Urban,34.12676,-118.70685,TRUE
404S23297,404S23297_2013,NA,NA,0.71973041,7.55618144,5,0.66170989,0.04,0.77775093,0.11,NA,0,0,2.86,0.11,44.3,8.7,13.6,NA,21.7,34,0.170438502,404,Santa Monica Bay,Open,34.05006,-118.58103,TRUE
404S24066,404S24066_2013,NA,NA,0.56610451,8.83528624,5.55,0.62816301,0.03,0.504046,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.16321,-118.70077,TRUE
404S25298,404S25298_2012,NA,NA,0.71648782,7.69703465,5.7,0.74054493,0.09,0.69243071,0.04,NA,0.000334,0.01,2.27,2.79,55.5,11.3,9.9,NA,44.9,36.5,0.326514361,404,Santa Monica Bay,Open,34.04553,-118.68732,TRUE
404S25668,404S25668_2010,NA,NA,0.55596817,8.85731499,4,0.45160413,0,0.66033222,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Urban,34.12139,-118.70914,TRUE
404S26670,404S26670_2012,NA,NA,0.5958414,8.33071564,5.55,0.66620927,0.04,0.52547353,0,NA,0.031364,1.328,3.77,4.57,15.1,9,11.9,NA,13.1,33,0.237537618,404,Santa Monica Bay,Urban,34.16385,-118.76205,TRUE
404S26868,404S26868_2012,NA,NA,0.73129612,10.98631976,8.25,0.75093391,0.1,0.71165834,0.05,NA,0.000215,0.02,2.68,2.13,15.4,7.1,14.9,NA,14.6,30.1,0.168243975,404,Santa Monica Bay,Urban,34.09675,-118.71737,TRUE
404S27470,404S27470_2012,NA,NA,0.46445822,7.63610326,3.8,0.49763602,0,0.43128042,0,NA,0.01005,0.224,3.33,1.07,15.6,9.9,14.4,NA,11.9,30.8,0.135315769,404,Santa Monica Bay,Urban,34.17445,-118.76389,TRUE
