,analytename,SiteYear,stationcode,objectid,sampledate,sampletypecode,matrixname,fieldreplicate,labreplicate,methodname,fractionname,unit,result,resqualcode,mdl,rl,dilutionfactor,qacode,labresultcomments,labagencycode,projectcode,record_origin,origin_lastupdatedate,record_publish,masterid,huc,smcshed,smc_lu,latitude,longitude,SiteDate,Year,OCresult,OrgNorm,Class,LEB,TEB,Assessment,PyrQuotientLEB,PyrQuotientTEB,RLOC,RLEvalLEB,RLEvalTEB
158,Cyfluthrin,404S26868_2012,404S26868,104072,6/26/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000166,0.00161,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S26868,404,Santa Monica Bay,Urban,34.09675,-118.71737,404S26868_2012-06-26,2012,0.0089,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.180898876,ok,BAD RL
161,Cyfluthrin,403S01136_2011,403S01136,98537,6/13/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000324,0.000648,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,403S01136,403,Santa Clara,Open,34.62762,-118.74403,403S01136_2011-06-13,2011,0.0093,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.069677419,ok,BAD RL
163,Cyfluthrin,901S12942_2012,901S12942,84929,6/30/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000181,0.00175,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,901S12942,901,San Juan,Urban,33.4779,-117.6785,901S12942_2012-06-30,2012,0.0312,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.056089744,ok,BAD RL
166,Cyfluthrin,404S35418_2012,404S35418,67635,6/25/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000176,0.00171,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S35418,404,Santa Monica Bay,Open,34.08262,-118.70857,404S35418_2012-06-25,2012,0.01,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.171,ok,BAD RL
168,Cyfluthrin,SMC00766_2011,SMC00766,20100,7/11/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,0.025,NA,0.0048,0.0048,1,None,,WKL,NA,SMC,6/11/2018 15:25,TRUE,SMC00766,801,Lower Santa Ana,Urban,33.65718,-117.83739,SMC00766_2011-07-11,2011,0.012,2.083333333,PYR,0.46,0.046,Possible or Unlikely,4.528985507,45.28985507,0.4,ok,BAD RL
170,Cyfluthrin,901S11685_2012,901S11685,121936,5/31/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00627,=,0.00035,0.00339,1,"H,PJM",NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,901S11685,901,San Juan,Urban,33.5099,-117.6348,901S11685_2012-05-31,2012,0.0172,0.364534884,PYR,0.46,0.046,Possible or Unlikely,0.792467139,7.924671385,0.197093023,ok,BAD RL
171,Cyfluthrin,404S26670_2012,404S26670,67136,6/18/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00711,=,0.00019,0.00184,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S26670,404,Santa Monica Bay,Urban,34.16385,-118.76205,404S26670_2012-06-18,2012,0.0235,0.302553191,PYR,0.46,0.046,Possible or Unlikely,0.657724329,6.577243293,0.078297872,ok,BAD RL
172,Cyfluthrin,901S04409_2011,901S04409,121716,5/19/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000281,0.000561,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,901S04409,901,San Juan,Open,33.60347,-117.45314,901S04409_2011-05-19,2011,0.0119,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.047142857,ok,BAD RL
174,Cyfluthrin,403S16493_2013,403S16493,99594,6/24/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000155,0.0015,1,PG,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,403S16493,403,Santa Clara,Open,34.6867,-118.84546,403S16493_2013-06-24,2013,0.0077,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.194805195,ok,BAD RL
176,Cyfluthrin,404S13672_2011,404S13672,66559,6/8/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000289,0.000579,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,404S13672,404,Santa Monica Bay,Open,34.0754,-118.70292,404S13672_2011-06-08,2011,0.005,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.1158,ok,BAD RL
178,Cyfluthrin,801S03971_2011,SMC03971,20115,7/11/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.004,0.004,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,801S03971,801,Lower Santa Ana,Urban,33.67551,-117.82775,801S03971_2011-07-11,2011,0.02,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.2,ok,BAD RL
180,Cyfluthrin,907S05514_2011,907S05514,86583,5/18/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000322,0.000644,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,907S05514,907,Mission Bay and San Diego River,Open,32.97974,-116.74246,907S05514_2011-05-18,2011,0.0094,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.068510638,ok,BAD RL
185,Cyfluthrin,403S06660_2012,403S06660,99289,6/14/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000168,0.00163,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,403S06660,403,Santa Clara,Agricultural,34.42963,-118.92373,403S06660_2012-06-14,2012,0.0151,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.10794702,ok,BAD RL
186,Cyfluthrin,404S18666_2011,404S18666,66876,6/15/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000261,0.000522,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,404S18666,404,Santa Monica Bay,Urban,34.17206,-118.76375,404S18666_2011-06-15,2011,0.004,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.1305,ok,BAD RL
188,Cyfluthrin,403S16978_2013,403S16978,99656,6/26/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000251,0.00244,1,PG,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,403S16978,403,Santa Clara,Open,34.42319,-118.76771,403S16978_2013-06-26,2013,0.0286,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.085314685,ok,BAD RL
189,Cyfluthrin,404S28068_2012,404S28068,104146,6/20/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000174,0.00168,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S28068,404,Santa Monica Bay,Urban,34.13936,-118.70366,404S28068_2012-06-20,2012,0.0065,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.258461538,ok,BAD RL
190,Cyfluthrin,403S04868_2011,403S04868,62046,6/15/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00028,0.000559,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,403S04868,403,Santa Clara,Agricultural,34.40491,-118.93943,403S04868_2011-06-15,2011,0.0101,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.055346535,ok,BAD RL
193,Cyfluthrin,404S13416_2011,404S13416,66525,6/8/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000277,0.000553,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,404S13416,404,Santa Monica Bay,Urban,34.09875,-118.71594,404S13416_2011-06-08,2011,0.0074,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.07472973,ok,BAD RL
195,Cyfluthrin,404S27470_2012,404S27470,104112,6/19/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00169,DNQ,0.00023,0.00223,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S27470,404,Santa Monica Bay,Urban,34.17445,-118.76389,404S27470_2012-06-19,2012,0.0455,0.037142857,PYR,0.46,0.046,Possible or Unlikely,0.080745342,0.807453416,0.049010989,ok,BAD RL
198,Cyfluthrin,403S02764_2011,403S02764,98885,6/14/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000281,0.000563,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,403S02764,403,Santa Clara,Open,34.44778,-118.7549,403S02764_2011-06-14,2011,0.0077,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.073116883,ok,BAD RL
200,Cyfluthrin,404S28270_2012,404S28270,67297,6/18/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000204,0.00197,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S28270,404,Santa Monica Bay,Urban,34.13663,-118.75725,404S28270_2012-06-18,2012,0.0303,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.065016502,ok,BAD RL
201,Cyfluthrin,404S17016_2013,404S17016,103664,6/5/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000101,0.000976,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S17016,404,Santa Monica Bay,Open,34.1183,-118.78057,404S17016_2013-06-05,2013,0.0174,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.056091954,ok,BAD RL
204,Cyfluthrin,909S14218_2012,909S14218,86772,7/18/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000344,0.00333,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,909S14218,909,Southern San Diego,Urban,32.829985,-116.736039,909S14218_2012-07-18,2012,0.0485,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.068659794,ok,BAD RL
206,Cyfluthrin,404S16232_2011,404S16232,103592,6/9/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000267,0.000534,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,404S16232,404,Santa Monica Bay,Urban,34.12549,-118.75317,404S16232_2011-06-09,2011,0.0039,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.136923077,ok,BAD RL
207,Cyfluthrin,404S31468_2012,404S31468,67338,6/19/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.0639,=,0.00062,0.00601,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S31468,404,Santa Monica Bay,Urban,34.16874,-118.76171,404S31468_2012-06-19,2012,0.1041,0.613832853,PYR,0.46,0.046,Possible or Unlikely,1.334419246,13.34419246,0.057732949,ok,BAD RL
208,Cyfluthrin,901S06798_2011,901S06798,84736,5/17/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00026,0.000519,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,901S06798,901,San Juan,Open,33.53154,-117.74144,901S06798_2011-05-17,2011,0.0027,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.192222222,ok,BAD RL
209,Cyfluthrin,902M18909_2019,902M18909,127016,5/9/2019,grab,sediment,1,1,Pyrethroid Pesticides by GC/MS/MS,Total,ug/g dw,-88,ND,0.00059,0.0012,1,None,,CalScience,SMC_Carlsbad_WMA_2019,SMC,9/18/2019 15:36,FALSE,902M18909,902,Northern San Diego,SMC_out,33.46607,-117.19794,902M18909_2019-05-09,2019,0.019,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.063157895,ok,BAD RL
210,Cyfluthrin,403S01728_2011,403S01728,61751,7/13/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000312,0.000623,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,403S01728,403,Santa Clara,Open,34.5749,-118.46002,403S01728_2011-07-13,2011,0.0086,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.07244186,ok,BAD RL
214,Cyfluthrin,404S44210_2013,404S44210,67749,6/20/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000979,0.00948,5,"D,PJM",NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S44210,404,Santa Monica Bay,Urban,34.14301,-118.75779,404S44210_2013-06-20,2013,0.0743,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.127590848,ok,BAD RL
215,Cyfluthrin,904S12185_2011,904S12185,123077,5/24/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000313,0.000626,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,904S12185,904,Central San Diego,Agricultural,33.09918,-117.13013,904S12185_2011-05-24,2011,0.007,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.089428571,ok,BAD RL
216,Cyfluthrin,404S32468_2012,404S32468,67435,6/26/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,2.00E-04,0.00194,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S32468,404,Santa Monica Bay,Open,34.0999,-118.72304,404S32468_2012-06-26,2012,0.0173,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.112138728,ok,BAD RL
220,Cyfluthrin,403S18093_2013,403S18093,99740,6/24/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000265,0.00257,1,PG,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,403S18093,403,Santa Clara,Open,34.69441,-118.85658,403S18093_2013-06-24,2013,0.0094,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.273404255,ok,BAD RL
221,Cyfluthrin,905S15201_2012,905S15201,86076,6/30/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000335,0.00325,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,905S15201,905,Central San Diego,Open,33.11778,-116.85444,905S15201_2012-06-30,2012,0.0123,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.264227642,ok,BAD RL
222,Cyfluthrin,907S11430_2012,907S11430,86613,7/18/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.000292,DNQ,0.000183,0.00178,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,907S11430,907,Mission Bay and San Diego River,Urban,32.848374,-116.860048,907S11430_2012-07-18,2012,0.0177,0.016497175,PYR,0.46,0.046,Possible or Unlikely,0.035863424,0.358634242,0.100564972,ok,BAD RL
226,Cyfluthrin,404S34120_2012,404S34120,104327,6/21/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00815,=,0.000215,0.00208,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S34120,404,Santa Monica Bay,Urban,34.16558,-118.78918,404S34120_2012-06-21,2012,0.0163,0.5,PYR,0.46,0.046,Possible or Unlikely,1.086956522,10.86956522,0.127607362,ok,BAD RL
227,Cyfluthrin,903M20230_2018,903M20230,126454,5/8/2018,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,NA,SMC,1/14/2019 9:09,TRUE,903M20230,903,Northern San Diego,Urban,33.23967,-117.31776,903M20230_2018-05-08,2018,0.0075,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.066666667,ok,BAD RL
228,Cyfluthrin,901M14149_2019,901M14149,127103,5/29/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,901M14149,901,San Juan,Open,33.56754,-117.74812,901M14149_2019-05-29,2019,0.0011,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.454545455,ok,BAD RL
229,Cyfluthrin,801M12678_2019,801M12678,127344,4/25/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,801M12678,801,Lower Santa Ana,Agricultural,33.79594,-117.70467,801M12678_2019-04-25,2019,0.0021,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.238095238,ok,BAD RL
231,Cyfluthrin,404S35270_2012,404S35270,67580,6/20/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.0177,=,0.000287,0.00278,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S35270,404,Santa Monica Bay,Urban,34.13325,-118.70656,404S35270_2012-06-20,2012,0.0378,0.468253968,PYR,0.46,0.046,Possible or Unlikely,1.017943409,10.17943409,0.073544974,ok,BAD RL
234,Cyfluthrin,403S39062_2013,403S39062,62846,6/25/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.0502,=,0.000227,0.0022,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,403S39062,403,Santa Clara,Agricultural,34.4323,-118.61744,403S39062_2013-06-25,2013,0.0083,6.048192771,PYR,0.46,0.046,Possible or Unlikely,13.14824515,131.4824515,0.265060241,ok,BAD RL
235,Cyfluthrin,404S23297_2013,404S23297,66964,6/19/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000181,0.00175,1,PG,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S23297,404,Santa Monica Bay,Open,34.05006,-118.58103,404S23297_2013-06-19,2013,0.01,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.175,ok,BAD RL
238,Cyfluthrin,901S06851_2011,901S06851,121865,5/19/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000266,0.000531,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,901S06851,901,San Juan,Urban,33.55052,-117.67542,901S06851_2011-05-19,2011,0.0046,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.115434783,ok,BAD RL
239,Cyfluthrin,404S37670_2013,404S37670,67698,6/6/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,9.50E-05,0.000925,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S37670,404,Santa Monica Bay,Urban,34.14074,-118.70117,404S37670_2013-06-06,2013,0.0036,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.256944444,ok,BAD RL
241,Cyfluthrin,903S06113_2012,903S06113,85451,6/30/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,2.00E-04,0.00194,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,903S06113,903,Northern San Diego,Open,33.2645,-116.8131,903S06113_2012-06-30,2012,0.0231,0,PYR,0.46,0.046,Possible or Unlikely,0,0,0.083982684,ok,BAD RL
245,Cypermethrin,901S06851_2011,901S06851,84791,5/19/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000399,0.000797,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,901S06851,901,San Juan,Urban,33.55052,-117.67542,901S06851_2011-05-19,2011,0.0046,0,PYR,0.49,0.049,Possible or Unlikely,0,0,0.17326087,ok,BAD RL
246,Cypermethrin,403S39062_2013,403S39062,62847,6/25/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.0295,=,0.000231,0.0022,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,403S39062,403,Santa Clara,Agricultural,34.4323,-118.61744,403S39062_2013-06-25,2013,0.0083,3.554216867,PYR,0.49,0.049,Possible or Unlikely,7.253503811,72.53503811,0.265060241,ok,BAD RL
251,Cypermethrin,404S16232_2011,404S16232,66672,6/9/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000401,0.000802,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,404S16232,404,Santa Monica Bay,Urban,34.12549,-118.75317,404S16232_2011-06-09,2011,0.0039,0,PYR,0.49,0.049,Possible or Unlikely,0,0,0.205641026,ok,BAD RL
252,Cypermethrin,403S01136_2011,403S01136,61542,6/13/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000486,0.00097,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,403S01136,403,Santa Clara,Open,34.62762,-118.74403,403S01136_2011-06-13,2011,0.0093,0,PYR,0.49,0.049,Possible or Unlikely,0,0,0.104301075,ok,BAD RL
253,Cypermethrin,404S44210_2013,404S44210,67751,6/20/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000994,0.00948,5,"D,PJM",NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S44210,404,Santa Monica Bay,Urban,34.14301,-118.75779,404S44210_2013-06-20,2013,0.0743,0,PYR,0.49,0.049,Possible or Unlikely,0,0,0.127590848,ok,BAD RL
254,Cypermethrin,901S11685_2012,901S11685,84875,5/31/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00103,DNQ,0.000355,0.00339,1,"H,PJM",NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,901S11685,901,San Juan,Urban,33.5099,-117.6348,901S11685_2012-05-31,2012,0.0172,0.059883721,PYR,0.49,0.049,Possible or Unlikely,0.122211675,1.222116754,0.197093023,ok,BAD RL
255,Cypermethrin,903S06113_2012,903S06113,122560,6/30/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000203,0.00194,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,903S06113,903,Northern San Diego,Open,33.2645,-116.8131,903S06113_2012-06-30,2012,0.0231,0,PYR,0.49,0.049,Possible or Unlikely,0,0,0.083982684,ok,BAD RL
257,Cypermethrin,404S26868_2012,404S26868,104074,6/26/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000169,0.00161,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S26868,404,Santa Monica Bay,Urban,34.09675,-118.71737,404S26868_2012-06-26,2012,0.0089,0,PYR,0.49,0.049,Possible or Unlikely,0,0,0.180898876,ok,BAD RL
258,Cypermethrin,905S15201_2012,905S15201,86077,6/30/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00034,0.00325,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,905S15201,905,Central San Diego,Open,33.11778,-116.85444,905S15201_2012-06-30,2012,0.0123,0,PYR,0.49,0.049,Possible or Unlikely,0,0,0.264227642,ok,BAD RL
259,Cypermethrin,403S02764_2011,403S02764,61896,6/14/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000422,0.000844,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,403S02764,403,Santa Clara,Open,34.44778,-118.7549,403S02764_2011-06-14,2011,0.0077,0,PYR,0.49,0.049,Possible or Unlikely,0,0,0.10961039,ok,BAD RL
260,Cypermethrin,SMC00766_2011,SMC00766,20101,7/11/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0048,0.0048,1,None,,WKL,NA,SMC,6/11/2018 15:25,TRUE,SMC00766,801,Lower Santa Ana,Urban,33.65718,-117.83739,SMC00766_2011-07-11,2011,0.012,0,PYR,0.49,0.049,Possible or Unlikely,0,0,0.4,ok,BAD RL
262,Cypermethrin,404S27470_2012,404S27470,104114,6/19/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00125,DNQ,0.000234,0.00223,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S27470,404,Santa Monica Bay,Urban,34.17445,-118.76389,404S27470_2012-06-19,2012,0.0455,0.027472527,PYR,0.49,0.049,Possible or Unlikely,0.056066383,0.560663826,0.049010989,ok,BAD RL
265,Cypermethrin,404S35418_2012,404S35418,67637,6/25/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000179,0.00171,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S35418,404,Santa Monica Bay,Open,34.08262,-118.70857,404S35418_2012-06-25,2012,0.01,0,PYR,0.49,0.049,Possible or Unlikely,0,0,0.171,ok,BAD RL
266,Cypermethrin,404S34120_2012,404S34120,67497,6/21/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.0031,=,0.000218,0.00208,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S34120,404,Santa Monica Bay,Urban,34.16558,-118.78918,404S34120_2012-06-21,2012,0.0163,0.190184049,PYR,0.49,0.049,Possible or Unlikely,0.388130712,3.881307124,0.127607362,ok,BAD RL
267,Cypermethrin,404S23297_2013,404S23297,103869,6/19/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000183,0.00175,1,PG,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S23297,404,Santa Monica Bay,Open,34.05006,-118.58103,404S23297_2013-06-19,2013,0.01,0,PYR,0.49,0.049,Possible or Unlikely,0,0,0.175,ok,BAD RL
270,Cypermethrin,403S07227_2012,403S07227,62396,6/27/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000174,0.00166,1,None,NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,403S07227,403,Santa Clara,Open,34.56208,-119.16664,403S07227_2012-06-27,2012,0.0124,0,PYR,0.49,0.049,Possible or Unlikely,0,0,0.133870968,ok,BAD RL
